Gene	JD-MD_EP-WT3_NEY922A14-9_S38	JD-MD_EP-WT2_NEY922A14-8_S37	JD-MD_EP-WT1_NEY922A14-7_S36	JD-MD_EP-KO4_NEY922A14-14_S6	JD-MD_EP-KO3_NEY922A14-13_S5	JD-MD_EP-KO2_NEY922A14-12_S4	JD-MD_EP-KO1_NEY922A14-11_S3
LOC108167341	1	0	0	0	0	3	0
LOC108167342	0	0	0	0	0	0	0
LOC108167343	0	0	1	0	0	0	0
LOC108167344	124	106	131	69	165	170	137
LOC108167345	0	0	0	0	0	0	0
LOC108167346	0	1	0	0	0	0	0
LOC108167347	0	0	0	0	0	0	0
LOC108167348	1	0	0	0	2	1	0
LOC108167350	0	0	0	1	1	0	1
LOC108167351	0	1	0	0	0	1	0
LOC108167352	0	0	0	0	0	0	0
LOC108167354	0	2	0	1	0	0	0
LOC108167355	32	23	35	27	87	63	57
LOC108167356	0	0	0	0	0	0	0
LOC108167358	0	0	0	0	0	0	0
LOC108167359	1	1	0	3	0	0	0
LOC108167360	0	0	1	0	0	1	0
LOC108167361	0	0	0	0	0	0	0
LOC108167362	0	0	0	0	2	0	0
LOC108167364	1	0	0	2	0	1	0
LOC108167365	15	10	3	6	7	14	8
LOC108167366	0	1	0	0	0	0	0
LOC108167367	0	0	0	0	0	0	0
LOC108167368	0	0	2	3	4	2	0
LOC108167369	0	0	0	0	0	0	0
LOC108167370	0	0	0	0	0	0	0
LOC108167371	0	0	0	0	0	0	0
LOC108167372	0	0	0	0	0	0	0
LOC108167373	8	24	11	9	18	10	12
LOC108167374	3	1	0	1	4	0	0
LOC108167375	172	78	196	204	260	451	338
LOC108167376	0	0	3	4	1	0	2
LOC108167377	46	10	53	43	42	106	92
LOC108167378	0	0	0	0	0	0	0
LOC108167379	0	0	0	0	0	4	0
LOC108167380	0	0	0	0	0	0	0
LOC108167381	5	1	1	4	3	6	2
LOC108167382	5	4	5	9	10	9	18
LOC108167387	0	0	0	1	0	1	0
LOC108167404	1	1	0	0	0	2	0
LOC108167405	1	0	0	2	0	0	0
LOC108167406	0	0	0	0	0	0	0
LOC108167408	0	0	0	0	0	1	0
LOC108167409	0	0	0	0	0	0	0
LOC108167411	0	0	0	0	0	0	0
LOC108167412	0	0	0	2	0	1	3
LOC108167413	1	0	0	0	0	1	0
LOC108167414	0	0	0	0	0	0	0
LOC108167415	0	0	1	0	0	0	0
LOC108167416	0	6	0	3	3	7	2
LOC108167417	0	0	0	0	0	0	0
LOC108167419	0	0	0	0	0	0	0
LOC108167420	0	0	0	0	0	0	0
LOC108167421	0	1	3	1	7	3	0
LOC108167422	0	1	0	2	1	1	0
LOC108167423	0	1	3	5	9	13	8
LOC108167424	0	0	0	0	0	0	0
LOC108167425	0	0	0	0	0	0	0
LOC108167426	0	0	0	0	0	6	4
LOC108167427	0	0	0	0	0	0	0
LOC108167428	20	12	20	22	35	64	75
LOC108167429	0	0	0	0	0	0	0
LOC108167432	0	0	0	0	0	0	0
LOC108167433	12	27	11	19	36	13	13
LOC108167434	0	0	0	0	0	0	0
LOC108167435	2	3	2	3	1	2	3
LOC108167436	0	0	0	0	0	0	0
LOC108167437	1	0	0	4	0	0	0
LOC108167438	0	0	0	0	0	0	0
LOC108167439	0	0	0	0	0	0	0
LOC108167440	6320	4079	6862	4382	6547	10175	8001
LOC108167441	0	0	0	0	0	0	0
LOC108167442	0	0	0	0	1	0	0
LOC108167443	0	0	0	0	0	0	0
LOC108167444	0	0	0	0	0	0	0
LOC108167445	0	0	0	0	0	0	0
LOC108167446	1	0	0	3	1	0	2
LOC108167447	2	3	2	5	2	3	0
LOC108167448	0	0	0	0	0	0	0
LOC108167450	1	0	9	2	6	3	3
LOC108167451	0	0	0	0	0	0	0
LOC108167452	9	14	11	4	12	12	5
LOC108167453	0	3	0	0	0	0	0
LOC108167454	0	0	0	0	0	0	0
LOC108167455	0	0	0	0	0	0	0
LOC108167456	0	0	0	1	0	0	0
LOC108167457	0	0	0	1	2	1	0
LOC108167458	0	3	0	3	0	0	0
LOC108167459	0	0	0	0	0	0	0
LOC108167460	0	1	0	1	0	0	0
LOC108167462	0	0	0	0	0	0	0
LOC108167463	1	0	0	0	1	2	0
LOC108167464	0	0	0	0	0	0	0
LOC108167465	0	1	0	0	3	1	0
LOC108167466	0	0	0	0	0	0	0
LOC108167467	0	0	0	0	0	0	0
LOC108167468	0	0	0	0	0	0	0
LOC108167476	0	0	0	0	0	0	0
LOC108167482	0	0	0	0	0	0	0
LOC108167484	0	0	0	0	0	0	0
LOC108167485	3	2	4	0	5	14	6
LOC108167492	0	0	0	0	0	0	0
LOC108167497	1	0	0	0	0	0	0
LOC108167498	0	0	0	0	0	0	0
LOC108167499	0	0	0	0	0	0	0
LOC108167501	0	0	0	0	0	0	0
LOC108167502	0	0	0	0	0	0	0
LOC108167503	0	0	0	0	0	0	0
LOC108167504	0	0	0	0	0	0	0
LOC108167506	0	0	0	0	0	0	0
LOC108167507	0	0	0	0	0	0	0
LOC108167511	0	0	1	0	0	0	0
LOC108167512	1	3	0	7	0	3	1
LOC108167513	9	1	8	5	13	13	8
LOC108167514	1	0	0	2	3	2	2
LOC108167517	1	1	0	4	2	0	0
LOC108167518	28	29	48	14	72	52	51
LOC108167519	0	0	0	0	0	0	0
LOC108167521	0	0	1	0	0	0	0
LOC108167522	0	0	2	1	2	1	1
LOC108167523	0	0	0	1	3	3	0
LOC108167524	0	0	0	0	0	0	0
LOC108167525	0	0	0	0	1	0	0
LOC108167527	0	0	0	0	0	0	0
LOC108167529	0	0	0	0	0	0	0
LOC108167530	0	0	0	0	0	0	0
LOC108167531	0	0	0	0	0	0	0
LOC108167532	1	3	1	1	2	0	0
LOC108167533	0	0	0	0	0	0	0
LOC108167534	2	1	2	0	1	0	3
LOC108167536	25	37	18	23	40	36	39
LOC108167537	0	0	2	0	1	2	2
LOC108167539	0	0	0	0	0	0	0
LOC108167541	0	0	0	2	1	1	1
LOC108167542	0	0	0	0	0	0	0
LOC108167543	0	0	0	0	0	0	0
LOC108167544	0	0	0	0	0	0	0
LOC108167546	0	0	0	0	0	0	0
LOC108167547	0	2	0	0	0	2	1
LOC108167548	5	22	16	4	18	21	14
LOC108167549	41	49	38	20	51	25	41
LOC108167550	5	7	0	5	5	7	5
LOC108167551	0	0	0	0	0	0	0
LOC108167552	0	0	0	0	1	0	1
LOC108167554	0	0	0	0	0	0	0
LOC108167555	0	0	0	0	2	0	0
LOC108167556	0	0	0	0	0	0	0
LOC108167557	0	0	0	0	0	0	0
LOC108167558	0	0	0	0	0	0	0
LOC108167559	0	0	0	0	0	0	0
LOC108167560	0	0	0	0	0	0	0
LOC108167561	0	0	0	0	0	0	0
LOC108167562	1	5	7	3	6	17	3
LOC108167563	0	0	0	2	1	0	1
LOC108167564	0	0	0	0	0	0	0
LOC108167568	0	0	0	0	0	0	0
LOC108167571	0	0	0	0	3	0	0
LOC108167572	0	0	0	0	0	0	0
LOC108167575	0	0	0	0	0	0	0
LOC108167576	149	90	139	177	196	207	189
LOC108167577	0	0	0	1	0	0	0
LOC108167578	0	0	0	0	0	0	0
LOC108167579	3	2	2	4	6	4	5
LOC108167580	0	0	0	1	0	0	0
LOC108167581	1	0	0	0	2	0	0
LOC108167583	0	0	0	0	0	0	0
LOC108167584	0	1	0	0	0	1	0
LOC108167585	0	0	0	0	0	0	0
LOC108167586	0	0	0	0	0	0	0
LOC108167587	0	0	0	0	0	0	0
LOC108167589	0	0	0	0	0	0	0
LOC108167590	0	0	0	0	0	0	0
LOC108167591	6	7	12	5	10	11	10
LOC108167592	0	0	0	0	0	0	0
LOC108167597	2	2	1	0	3	0	1
LOC108167601	0	0	0	0	0	0	0
LOC108167603	0	0	0	0	0	0	0
LOC108167609	0	0	0	0	0	0	0
LOC108167610	0	0	0	0	0	0	0
LOC108167611	0	0	0	0	0	0	0
LOC108167614	1	5	1	6	3	4	4
LOC108167615	2	3	0	0	1	0	0
LOC108167617	0	0	0	0	1	1	0
LOC108167618	0	0	1	0	0	0	0
LOC108167619	0	1	17	5	3	3	1
LOC108167620	0	0	0	0	0	0	0
LOC108167621	0	0	0	0	0	0	0
LOC108167622	0	0	0	0	0	0	0
LOC108167623	0	1	1	1	0	0	1
LOC108167624	0	2	0	3	0	0	4
LOC108167625	0	0	0	0	0	0	0
LOC108167626	10	5	3	6	6	15	10
LOC108167627	2	5	0	1	3	5	1
LOC108167628	11	8	18	5	18	6	6
LOC108167629	0	0	0	0	0	0	0
LOC108167630	0	2	0	0	1	0	0
LOC108167631	2	1	0	0	0	0	0
LOC108167633	1	0	0	0	0	0	3
LOC108167634	0	0	0	0	0	0	0
LOC108167636	0	0	0	0	0	0	0
LOC108167637	0	4	3	6	3	1	1
LOC108167638	0	1	0	0	5	0	0
LOC108167640	0	0	0	0	0	4	1
LOC108167641	2	1	0	0	3	0	0
LOC108167643	262	570	278	268	561	408	372
LOC108167644	0	0	0	0	0	0	0
LOC108167645	1	1	1	3	2	2	2
LOC108167646	2	0	0	0	1	2	2
LOC108167647	0	0	0	0	0	0	0
LOC108167648	0	0	0	0	0	0	0
LOC108167649	0	0	0	0	0	0	0
LOC108167650	1	0	1	1	1	1	0
LOC108167651	0	0	0	0	0	0	0
LOC108167652	0	0	0	0	0	0	0
LOC108167653	0	0	0	0	0	0	0
LOC108167655	0	0	0	0	0	0	0
LOC108167657	0	3	1	0	0	1	0
LOC108167658	0	0	0	0	0	0	0
LOC108167659	0	0	2	0	4	2	0
LOC108167660	0	1	0	3	2	0	2
LOC108167662	0	0	0	0	0	0	0
LOC108167663	0	0	0	0	0	0	0
LOC108167664	0	0	0	0	0	0	0
LOC108167666	0	1	1	0	0	1	2
LOC108167667	1	0	0	0	0	0	0
LOC108167668	0	0	0	0	0	0	0
LOC108167669	1	3	0	2	1	1	0
LOC108167672	0	0	0	3	0	0	0
LOC108167675	3	0	1	0	2	1	1
LOC108167677	0	0	0	0	0	0	0
LOC108167678	0	0	0	0	0	0	0
LOC108167679	0	0	0	4	1	0	0
LOC108167680	0	1	0	4	5	0	0
LOC108167681	0	0	0	0	0	0	0
LOC108167682	0	0	0	0	0	0	0
LOC108167683	0	0	0	0	0	0	0
LOC108167684	0	5	0	1	0	1	1
LOC108167685	1	0	0	0	0	2	1
LOC108167686	0	0	0	0	0	0	0
LOC108167687	2	9	1	3	4	1	1
LOC108167688	1	1	0	1	0	2	0
LOC108167690	23	18	20	10	18	42	47
LOC108167691	5	2	10	4	5	11	6
LOC108167692	0	1	1	2	0	1	0
LOC108167693	5	1	7	6	8	10	8
LOC108167694	38	25	55	26	65	91	69
LOC108167700	65	34	89	61	103	128	119
LOC108167704	0	0	0	0	0	0	0
LOC108167706	0	0	0	0	0	0	0
LOC108167707	0	0	0	0	0	0	0
LOC108167708	0	0	0	0	0	0	0
LOC108167711	0	0	0	2	0	1	1
LOC108167713	11	7	7	1	6	3	4
LOC108167714	9	19	5	2	9	22	12
LOC108167716	0	0	0	0	0	0	0
LOC108167717	0	0	0	0	0	0	0
LOC108167718	0	0	0	0	0	0	0
LOC108167719	0	0	0	0	0	0	0
LOC108167720	0	0	0	0	0	0	0
LOC108167721	1	5	1	1	3	2	0
LOC108167722	3	3	0	1	1	7	4
LOC108167723	0	0	0	0	0	0	0
LOC108167725	6	2	0	1	3	8	6
LOC108167726	3	0	0	3	2	1	1
LOC108167727	0	0	0	0	0	0	0
LOC108167728	0	0	0	0	0	0	0
LOC108167729	0	0	0	0	0	0	0
LOC108167730	0	0	0	0	0	0	0
LOC108167731	0	0	0	0	0	0	0
LOC108167732	605	223	470	396	708	1066	871
LOC108167733	10	19	11	13	24	11	10
LOC108167734	0	0	0	0	0	0	0
LOC108167735	2	0	0	0	0	0	0
LOC108167736	24	24	7	18	43	40	25
LOC108167737	3	2	1	1	1	3	1
LOC108167738	0	0	0	1	0	0	0
LOC108167739	0	0	0	0	0	0	0
LOC108167740	0	0	0	0	3	0	0
LOC108167741	0	0	0	0	0	0	0
LOC108167742	22	31	40	26	76	73	85
LOC108167743	2	0	1	0	0	0	0
LOC108167744	4	13	1	4	6	2	4
LOC108167745	3	3	0	5	0	1	0
LOC108167746	8	5	13	14	6	21	16
LOC108167747	0	0	0	3	2	0	0
LOC108167748	21	32	17	12	19	17	23
LOC108167749	1	1	1	1	4	4	0
LOC108167750	0	0	0	6	1	1	0
LOC108167751	20	39	33	29	38	32	25
LOC108167752	0	0	0	0	0	0	0
LOC108167753	0	0	0	1	1	0	0
LOC108167754	0	0	0	0	0	0	0
LOC108167755	4	13	4	7	10	4	5
LOC108167756	8	0	3	2	0	3	3
LOC108167757	3	0	0	0	1	1	2
LOC108167758	0	0	0	0	0	0	0
LOC108167759	0	0	0	0	0	0	0
LOC108167760	0	2	1	9	1	2	2
LOC108167761	0	0	0	0	0	1	1
LOC108167762	0	0	0	1	2	2	1
LOC108167763	8	6	3	3	9	8	11
LOC108167764	0	0	0	0	0	0	0
LOC108167777	0	2	0	2	1	1	1
LOC108167782	0	0	0	0	0	0	0
LOC108167783	0	0	0	0	0	0	0
LOC108167784	0	0	0	0	0	0	0
LOC108167786	0	0	0	0	1	0	2
LOC108167787	0	0	0	0	0	0	0
LOC108167788	0	0	0	1	0	0	1
LOC108167789	0	0	0	0	0	0	0
LOC108167790	0	0	0	0	0	0	0
LOC108167791	4	2	3	5	4	3	1
LOC108167793	0	0	0	0	0	0	0
LOC108167794	0	0	0	0	0	1	0
LOC108167795	0	0	0	0	0	2	0
LOC108167796	2	0	0	0	5	1	1
LOC108167797	1	1	1	6	0	1	0
LOC108167798	0	0	0	0	0	0	0
LOC108167799	0	0	0	0	0	0	0
LOC108167800	0	0	0	2	0	0	0
LOC108167801	0	0	2	2	1	9	3
LOC108167802	2	2	3	8	7	6	6
LOC108167803	0	0	0	0	0	0	0
LOC108167804	312	319	231	605	1217	942	861
LOC108167806	0	0	0	0	1	0	0
LOC108167809	0	0	0	0	0	0	0
LOC108167810	67	82	64	28	89	78	66
LOC108167811	1	0	0	0	0	0	0
LOC108167812	5	5	4	8	8	4	6
LOC108167813	0	0	0	0	0	0	0
LOC108167814	0	0	0	0	1	0	1
LOC108167815	1	0	1	1	1	2	0
LOC108167816	0	0	0	0	0	0	0
LOC108167817	0	0	0	1	0	0	0
LOC108167819	0	0	0	0	0	0	0
LOC108167822	0	0	0	0	0	0	0
LOC108167824	1	0	1	0	0	0	0
LOC108167825	21	29	23	23	36	53	19
LOC108167827	1	0	0	0	0	2	0
LOC108167829	0	0	0	0	0	0	0
LOC108167830	0	0	1	1	2	0	0
LOC108167831	0	0	0	1	0	0	0
LOC108167833	0	0	0	0	0	0	0
LOC108167836	0	0	0	0	0	0	0
LOC108167838	0	0	0	0	0	0	0
LOC108167841	0	0	0	0	0	0	0
LOC108167842	0	1	0	2	1	0	0
LOC108167844	0	0	0	2	1	0	1
LOC108167845	0	0	0	0	0	0	0
LOC108167846	3	3	2	1	1	0	1
LOC108167847	0	0	0	1	1	0	0
LOC108167848	15	11	14	31	48	79	50
LOC108167849	2	2	4	4	1	2	5
LOC108167850	0	0	2	1	0	0	2
LOC108167851	71	42	79	64	89	125	102
LOC108167852	0	0	0	0	0	0	0
LOC108167853	3	1	0	0	0	0	0
LOC108167855	0	0	0	0	0	1	0
LOC108167857	0	0	0	0	0	0	0
LOC108167858	0	0	0	0	0	0	0
LOC108167862	0	0	0	0	0	0	0
LOC108167863	0	5	0	0	0	2	0
LOC108167865	0	0	0	0	0	0	0
LOC108167866	0	0	0	0	0	0	0
LOC108167867	0	0	0	0	0	0	0
LOC108167870	0	0	0	0	0	0	0
LOC108167873	0	0	0	0	0	0	2
LOC108167874	0	0	0	0	0	0	0
LOC108167875	0	0	0	0	0	1	0
LOC108167878	1	0	1	0	2	0	0
LOC108167879	0	0	0	2	0	0	0
LOC108167880	0	0	0	0	0	0	0
LOC108167881	0	0	0	0	1	1	0
LOC108167882	2	0	2	1	2	1	1
LOC108167883	1	0	5	2	4	6	3
LOC108167885	0	0	0	0	0	0	0
LOC108167886	43	29	43	30	63	51	39
LOC108167887	0	0	0	0	0	0	0
LOC108167889	1	0	0	1	2	0	3
LOC108167890	7	9	8	9	20	12	11
LOC108167893	0	0	0	0	0	0	0
LOC108167894	0	0	0	0	0	0	0
LOC108167895	0	1	0	0	0	0	1
LOC108167896	0	2	0	0	0	0	0
LOC108167897	0	0	0	0	0	0	0
LOC108167898	0	0	2	0	2	0	3
LOC108167899	0	0	0	0	0	0	1
LOC108167900	0	0	0	0	0	0	0
LOC108167901	0	0	0	0	0	1	3
LOC108167902	0	0	1	0	0	1	0
LOC108167904	0	0	0	0	0	0	0
LOC108167905	2	2	3	1	3	2	1
LOC108167906	0	0	0	0	0	0	0
LOC108167908	0	0	0	0	0	0	0
LOC108167909	0	0	0	0	0	0	0
LOC108167911	1	0	3	6	8	3	2
LOC108167912	0	0	0	0	0	0	0
LOC108167914	0	0	5	0	0	0	1
LOC108167915	8	4	10	13	12	12	17
LOC108167917	2	5	1	0	4	3	2
LOC108167918	0	0	0	0	0	0	0
LOC108167919	0	0	0	0	0	0	0
LOC108167920	0	0	0	0	0	0	0
LOC108167922	18	44	37	32	50	46	42
LOC108167923	0	0	0	0	0	0	0
LOC108167924	59	48	49	62	108	110	70
LOC108167925	3	1	4	1	4	1	2
LOC108167926	9	2	4	6	8	11	7
LOC108167928	0	0	0	0	0	0	2
LOC108167929	0	0	0	0	0	0	0
LOC108167930	0	1	0	0	0	1	0
LOC108167931	0	0	0	0	0	0	0
LOC108167932	0	0	0	0	0	0	0
LOC108167933	0	1	0	0	0	0	0
LOC108167934	2	4	2	2	1	1	2
LOC108167935	0	2	1	0	2	0	0
LOC108167936	0	0	0	0	0	0	0
LOC108167937	0	0	0	0	0	0	0
LOC108167938	0	0	0	0	0	0	0
LOC108167939	0	0	0	0	0	0	0
LOC108167940	0	0	0	0	0	0	0
LOC108167941	0	0	0	0	0	0	0
LOC108167942	96	117	87	85	161	138	131
LOC108167946	2	2	0	2	5	7	5
LOC108167947	0	0	0	0	0	0	0
LOC108167948	0	5	0	0	1	1	0
LOC108167951	0	0	0	0	0	0	0
LOC108167952	0	0	0	0	0	0	1
LOC108167955	0	0	0	0	0	0	0
LOC108167961	0	0	0	0	0	0	0
LOC108167963	0	0	0	0	0	0	0
LOC108167964	0	0	0	0	0	0	0
LOC108167966	0	0	0	0	0	0	0
LOC108167967	0	0	0	0	0	0	0
LOC108167968	0	0	0	0	0	0	0
LOC108167969	0	0	0	0	0	0	0
LOC108167971	0	0	0	0	0	0	0
LOC108167972	0	0	0	0	0	0	0
LOC108167975	0	0	0	0	0	0	0
LOC108167976	0	0	0	0	0	0	0
LOC108167978	0	3	2	2	2	0	1
LOC108167979	0	0	0	0	0	0	0
LOC108167980	0	0	0	0	0	0	0
LOC108167981	0	0	0	0	0	0	0
LOC108167982	0	0	0	0	0	0	0
LOC108167984	0	0	0	0	0	0	0
LOC108167985	0	0	0	0	0	0	0
LOC108167986	1	3	0	0	0	6	2
LOC108167989	0	0	0	0	0	0	0
LOC108167991	0	0	0	0	0	0	0
LOC108167992	0	0	0	0	0	0	0
LOC108167993	0	3	2	1	2	8	9
LOC108167995	0	2	0	2	1	2	1
LOC108167996	0	0	0	0	0	0	0
LOC108167997	1	0	0	0	6	2	2
LOC108167998	0	0	0	0	0	0	0
LOC108167999	0	0	0	0	0	0	0
LOC108168001	0	0	0	0	0	0	0
LOC108168002	0	0	0	0	0	0	0
LOC108168003	0	0	0	0	0	0	0
LOC108168005	1	0	0	0	0	0	0
LOC108168006	0	0	0	0	0	0	0
LOC108168007	0	0	0	0	0	0	0
LOC108168008	0	0	0	0	0	0	0
LOC108168009	0	0	0	0	0	0	0
LOC108168010	1	4	0	1	1	1	1
LOC108168011	0	0	0	0	0	0	0
LOC108168012	0	0	0	0	1	0	0
LOC108168013	0	1	0	0	0	0	0
LOC108168014	0	0	0	0	0	0	2
LOC108168016	0	0	0	0	0	0	0
LOC108168017	0	0	0	0	1	0	1
LOC108168018	0	0	0	0	0	4	0
LOC108168019	1	0	0	3	2	1	0
LOC108168022	3	11	3	9	11	10	9
LOC108168024	0	0	0	0	0	0	0
LOC108168025	2	3	0	7	0	0	0
LOC108168026	0	0	0	1	0	0	0
LOC108168027	1	0	0	2	0	1	2
LOC108168028	0	0	0	0	0	0	0
LOC108168029	0	0	0	1	1	0	0
LOC108168030	4	3	5	4	3	10	1
LOC108168032	0	1	0	0	0	0	1
LOC108168033	0	0	0	0	0	0	0
LOC108168034	0	0	0	0	3	0	0
LOC108168035	0	0	0	0	0	0	0
LOC108168036	1	0	0	0	0	0	0
LOC108168038	0	0	0	2	1	0	0
LOC108168043	1	2	0	0	6	4	2
LOC108168045	0	0	0	0	0	0	0
LOC108168049	5	17	7	7	13	9	4
LOC108168050	0	4	1	0	2	1	1
LOC108168052	0	0	0	0	0	0	0
LOC108168053	0	0	0	0	0	0	0
LOC108168054	0	0	0	0	0	0	0
LOC108168055	0	0	0	0	0	0	0
LOC108168059	0	0	0	0	0	0	0
LOC108168060	0	0	0	0	0	0	0
LOC108168062	0	0	0	0	0	0	0
LOC108168063	13	12	13	7	27	21	16
LOC108168064	0	0	0	0	0	0	0
LOC108168066	0	0	0	0	0	0	0
LOC108168067	73	71	73	61	83	127	64
LOC108168068	0	1	3	1	5	5	7
LOC108168069	0	7	2	3	2	6	8
LOC108168070	0	0	0	0	0	0	0
LOC108168071	0	0	0	0	0	0	0
LOC108168072	0	0	0	0	0	0	0
LOC108168074	0	0	0	0	0	0	0
LOC108168076	0	0	0	0	1	2	2
LOC108168077	0	0	0	0	0	3	0
LOC108168078	0	0	2	0	0	1	1
LOC108168079	0	0	0	1	2	3	0
LOC108168080	1	0	1	0	4	2	1
LOC108168081	0	0	0	0	0	0	0
LOC108168082	1	2	0	0	4	1	1
LOC108168083	0	0	0	0	0	0	0
LOC108168084	0	0	0	0	0	0	0
LOC108168085	16	6	9	15	27	17	17
LOC108168086	2	0	0	0	0	0	0
LOC108168087	4	1	0	1	3	9	3
LOC108168088	0	0	0	2	0	0	0
LOC108168089	0	1	0	0	1	0	0
LOC108168091	0	0	0	0	1	0	3
LOC108168092	0	0	0	0	0	0	0
LOC108168093	0	0	0	0	0	0	0
LOC108168095	0	0	0	0	0	0	0
LOC108168096	0	0	0	0	0	0	0
LOC108168097	0	0	0	0	0	0	0
LOC108168098	0	0	0	0	0	0	0
LOC108168099	0	0	0	0	0	0	0
LOC108168100	0	0	0	0	0	0	0
LOC108168101	47	51	42	55	67	82	87
LOC108168102	0	8	0	7	3	4	3
LOC108168104	0	0	0	0	0	0	0
LOC108168105	1	1	0	0	4	0	1
LOC108168106	0	0	0	0	2	1	1
LOC108168107	0	0	0	0	0	0	0
LOC108168108	0	0	0	0	1	2	0
LOC108168109	6	20	9	34	21	29	15
LOC108168110	0	0	0	0	0	0	0
LOC108168112	0	0	0	0	0	0	0
LOC108168114	7	14	2	2	11	7	15
LOC108168115	0	4	0	1	1	2	4
LOC108168139	0	0	0	0	0	1	0
LOC108168142	0	1	0	2	0	0	0
LOC108168143	0	0	0	0	0	0	0
LOC108168144	0	0	1	1	0	7	1
LOC108168146	14	4	2	5	10	18	13
LOC108168148	0	0	0	0	0	0	0
LOC108168149	0	0	0	0	0	0	0
LOC108168152	0	0	0	0	0	0	0
LOC108168153	0	0	0	0	0	0	0
LOC108168154	0	0	2	0	0	0	0
LOC108168155	0	0	0	0	0	0	0
LOC108168156	0	0	0	0	0	0	0
LOC108168157	0	2	5	0	2	0	0
LOC108168158	0	0	0	0	0	0	0
LOC108168160	0	0	1	2	3	1	1
LOC108168162	33	16	32	58	56	95	56
LOC108168163	0	5	0	0	0	0	0
LOC108168164	0	1	0	0	0	0	0
LOC108168165	0	0	0	0	0	0	0
LOC108168166	4	8	0	1	15	2	4
LOC108168167	0	0	0	0	0	0	0
LOC108168168	0	0	0	0	0	0	0
LOC108168169	0	0	0	0	0	0	0
LOC108168170	0	2	0	0	0	0	2
LOC108168171	0	0	0	0	0	0	0
LOC108168172	0	0	0	0	0	0	0
LOC108168173	0	0	0	0	0	0	0
LOC108168174	0	0	0	0	0	0	0
LOC108168175	0	0	0	0	0	0	0
LOC108168176	0	0	0	0	0	0	0
LOC108168177	0	0	0	0	0	0	0
LOC108168178	0	0	0	0	0	0	0
LOC108168179	0	0	0	0	0	0	0
LOC108168181	0	0	0	0	0	0	0
LOC108168182	0	1	0	1	0	0	0
LOC108168183	1	0	2	0	0	0	0
LOC108168186	0	0	0	0	0	0	0
LOC108168187	0	0	0	0	0	0	0
LOC108168189	0	0	0	0	0	0	0
LOC108168194	0	0	0	0	0	0	0
LOC108168195	0	0	0	0	0	0	0
LOC108168196	20	63	28	16	35	36	19
LOC108168197	0	0	0	0	2	0	0
LOC108168198	0	0	0	0	0	0	0
LOC108168199	0	0	0	0	0	0	0
LOC108168200	0	2	0	0	0	1	0
LOC108168201	1	2	4	5	2	1	2
LOC108168202	0	0	0	0	0	0	0
LOC108168203	0	0	0	0	0	0	0
LOC108168204	0	0	0	0	2	1	0
LOC108168205	0	0	0	0	0	0	1
LOC108168206	0	0	0	0	0	0	0
LOC108168207	0	2	0	3	1	0	1
LOC108168208	0	0	0	0	0	0	0
LOC108168209	0	0	0	0	0	0	0
LOC108168210	0	0	0	0	1	0	0
LOC108168219	0	0	0	0	0	0	0
LOC108168223	0	0	0	2	0	1	0
LOC108168225	0	0	0	0	0	0	0
LOC108168226	0	0	0	0	0	0	0
LOC108168227	0	0	0	0	0	0	0
LOC108168230	0	0	0	0	0	0	0
LOC108168231	0	0	0	0	0	0	0
LOC108168233	86	139	54	66	90	90	56
LOC108168234	0	0	0	0	1	0	1
LOC108168235	0	5	0	1	2	0	0
LOC108168236	0	0	0	0	2	0	0
LOC108168237	0	11	0	23	12	6	7
LOC108168238	0	0	0	0	0	1	0
LOC108168239	0	0	1	0	2	0	0
LOC108168240	1	0	0	2	0	0	0
LOC108168241	0	0	0	0	0	0	0
LOC108168242	0	0	0	0	0	0	0
LOC108168243	3	7	0	4	0	2	2
LOC108168244	0	0	0	0	0	0	0
LOC108168245	0	2	2	2	5	2	0
LOC108168246	0	0	0	0	0	0	0
LOC108168248	2	3	0	1	1	3	0
LOC108168251	0	1	0	3	1	0	1
LOC108168252	0	0	0	0	0	0	0
LOC108168253	0	1	0	12	4	0	1
LOC108168254	24	19	21	17	33	42	45
LOC108168255	0	0	0	0	0	0	0
LOC108168256	1	0	0	0	0	0	0
LOC108168258	0	0	0	0	0	0	0
LOC108168259	0	0	0	0	0	0	0
LOC108168260	0	1	1	0	1	0	0
LOC108168261	0	0	0	0	0	0	0
LOC108168262	0	0	0	0	0	0	0
LOC108168263	1	0	0	0	0	0	0
LOC108168265	0	0	0	0	0	0	0
LOC108168267	0	6	1	3	6	2	1
LOC108168268	0	0	0	0	0	0	0
LOC108168276	0	1	0	0	1	0	0
LOC108168278	0	0	0	0	0	0	0
LOC108168280	0	0	0	0	0	0	0
LOC108168281	8	4	4	4	7	4	12
LOC108168282	0	0	0	0	0	0	0
LOC108168283	0	10	1	2	2	1	0
LOC108168284	0	0	0	0	0	0	0
LOC108168285	0	0	0	0	0	0	2
LOC108168286	0	0	0	0	2	0	1
LOC108168287	0	0	0	1	0	0	2
LOC108168290	0	0	0	0	0	0	0
LOC108168291	0	0	0	0	2	0	0
LOC108168292	0	0	0	1	0	0	0
LOC108168293	0	1	0	0	2	0	0
LOC108168294	0	0	0	0	0	1	0
LOC108168295	0	0	0	0	0	0	0
LOC108168296	0	4	0	0	0	0	0
LOC108168297	3	2	0	0	2	0	1
LOC108168298	1	0	0	1	0	0	0
LOC108168299	0	1	0	1	1	0	0
